district,Beating justified: wife goes out, Beating justified: wife neglects children,Beating justified: wife argues with husband,Beating justified: wife refuses sex,Beating justified: wife burns food,Justifies DV: wife unfaithful,Justifies DV: wife disrespect,Respondent's father ever beat mother,men_mobile_own,men_mobile_financial,men_mobile_own2,men_mobile_financial2,mv171a,mv171b,sm129,sm332b,sm630a,sm630b,sm630c,sm630d,sm630e,sm630f,sm630g,sm630h,sm630i,n_obs_men,Beating justified: wife goes out_f,Beating justified: neglects children_f,Beating justified: argues with husband_f,Beating justified: refuses sex_f,Beating justified: burns food_f, Justifies DV: wife unfaithful_f,Justifies DV: wife disrespect_f,Father ever beat mother,m34_1,m34_2,m34_3,m34_4,m34_5,m34_6,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,m38_1,m38_2,m38_3,m38_4,m38_5,m38_6,m39a_1,m39a_2,m39a_3,m39a_4,m39a_5,m39a_6,women_mobile_own,women_mobile_financial,v410,v410a,v411,v411a,v412,v412a,v412b,v412c,v413,v414a,v414b,v414c,v414d,v414e,v414f,v414g,v414h,v414i,v414j,v414k,v414l,v414m,v414n,v414o,v414p,v414q,v414r,v414s,v414t,v414u,v414v,v414w,s726a,s726b,s726c,s726d,s726e,s726f,s726g,s726h,s726i,n_obs_women,_merge,digital_gap_ownership,digital_gap_financial,digital_gap_ownership2,digital_gap_financial2
punch,0.47391984,0.47322085,0.50942117,0.50475097,0.45267224,0.53983855,0.51587158,0.2425634,0.97314245,0.51692683,0.97314245,0.51692683,2.1231737,,0.70772463,0.75704312,1.1885815,1.7328395,1.4387505,2.0622699,2.2420046,2.5284159,2.2766569,2.2913723,1.9960444,61.08785996,0.32576463,0.47386944,0.54909766,0.66089362,0.33593306,0.58349323,0.54527569,1.4836857,55.657333,,,,,,60.787701,94,94,,,,0.3071025,0.35992938,0.43107682,,,,0.60385084,,,,,,0.65129334,,0.30994153,,0.4864004,0.094959348,,0.10392153,,0.14874233,0.15859708,0.22028084,,,,0.50602305,0.12998128,0.40116394,,0.24059495,0.42847639,0.17122826,0.38600081,0.09548793,0.078162365,0.1636492,0.18506823,,,0.18861841,0.16875581,,0.067752726,,1.526459,1.7438793,1.497211,2.4069769,2.3788054,2.0067084,2.5482824,2.1513772,2.2701144,106.7862863,Matched (3),0.32184911,,0.32184911,
jhabua,0.17943965,0.25847784,0.11083754,0.090970948,0.072122522,0.14961328,0.26214579,0.32370269,0.8867175,0.090473726,0.8867175,0.090473726,1.1853235,,0.39510781,0.23029475,1.7614815,1.952103,1.770715,2.5116265,1.6371623,1.4651484,1.9185499,2.2176101,1.6122029,30.59608726,0.31734309,0.4063659,0.48770687,0.21982746,0.40038371,0.40804097,0.60576409,0.24588145,95.502167,,,,,,67.262596,94,94,,,,0.077672593,0.095855787,0.033390488,0.25874862,,,0.48529577,0,,,,,0.56504172,,0.058004763,,0.21896537,0.048041694,,0.12511519,,0.078237265,0.11379072,0.025984891,,,,0.39435491,0.12176387,0.097910933,,0.086422145,0.15290169,0.15620786,0.20986658,0.009236883,0.015668752,0.11889062,0.090939909,,,0.10326798,0,,0.020287478,,1.9239219,1.7556584,1.7746135,2.2175467,1.3226629,1.2942801,1.3717874,2.4552584,1.7696139,99.26213697,Matched (3),0.32167578,,0.32167578,
udupi,0.18549711,0.52557957,0.33207652,0.23285642,0.29154095,0.57816291,0.7176553,0.53518558,0.96621734,0.32748535,0.96621734,0.32748535,1.9322947,,0.64409828,,1.2794384,1.6733119,1.5128993,2.142781,2.0744731,1.7915401,2.2364657,2.1785333,2.1218421,152.4207459,0.54420525,0.65775192,0.6831829,0.92108524,0.46084249,0.83351946,0.69160694,0.72140002,61.019848,,,,,,66.393791,94,,,,,0.18094912,0.17950699,,,,,0.60820782,,,,,,0.64596695,,0.11344775,,0.43030316,0.1125864,,0.10936831,,0.15741129,0.16505729,0.14133479,,,,0.360928,0.16402298,0.16923037,,0.22771639,0.20138969,0.14386509,0.28438541,0.094222836,0.19939405,0.12003627,0.094275832,,,0.34403977,0.077753864,,0.080973208,,1.265469,1.6837505,1.4742854,1.8089416,1.9070927,1.4864846,2.0857236,2.1952682,2.1409917,120.2562649,Matched (3),0.32025039,,0.32025039,
north goa,0.066331849,0.25753164,0.25379148,0.071949385,0.041802753,0.36661187,0.39449504,1.2844815,0.97288853,0.49358508,0.97288853,0.49358508,2.382345,,0.79411501,,1.1344926,1.4468011,1.3254699,2.0476208,1.7627537,1.4341911,2.2478127,1.8172576,2.0638945,115.4088866,0.14956395,0.17738004,0.12275925,0.13539353,0.12427359,0.13057071,0.13375145,0.074937247,24.426517,,,,,,59.51432,94,,,,,0.34279549,0.26811424,0.40045875,,,,0.46893945,,,,,,0.65266085,,0.23918989,,0.36906448,0.062100608,,0.33639783,,0.19228049,0.098757975,0.02971011,,,,0.29073498,0.073001496,0.072543353,,0.093554772,0.072046772,0.12951559,0.14726819,0.017037956,0.061162665,0.053850345,0.020114599,,,0.1132483,0,,0.021888195,,1.4328277,1.7489558,1.6095294,1.6534816,2.0627546,1.6977893,2.1881509,2.1387448,2.2658131,252.3814643,Matched (3),0.32022768,,0.32022768,
koch bihar,0.32758951,0.33756649,0.39766666,0.2406017,0.27003321,0.48324418,0.47291121,0.72049987,0.92401069,0.06946826,0.92401069,0.06946826,1.1682057,,0.38940191,1,2.0718277,1.2903115,1.1895237,2.3763616,2.0124896,1.948002,2.4578781,2.2414839,2.3436797,440.0945842,0.31506059,0.48587489,0.6392355,0.29278442,0.33614957,0.54309565,0.54457325,0.57245219,71.213982,,,,,,80.459473,94,94,,,,0.29792821,0.178541,0.34406915,,,,0.5961858,,,,,,0.60379618,,0.12390465,,0.47904351,0.23767036,,0.24346261,,0.12294564,0.19570097,0.082343973,,,,0.46140188,0.24399127,0.28270173,,0.29320422,0.39439651,0.15193863,0.25234124,0.11324193,0.061348137,0.25480607,0.23271982,,,0.2502546,0.039068323,,0.028262809,,1.9258835,1.4760675,1.1306281,2.4979334,1.9541643,1.896136,2.3529344,1.7635449,1.7110268,277.8383675,Matched (3),0.32021451,,0.32021451,
srikakulam,0.42118877,0.82716072,0.65167207,0.62203264,0.40103143,0.90005368,1.0087789,1.2363738,0.96681225,0.25071627,0.96681225,0.25071627,1.3549873,,0.45166242,0,1.414888,1.9949696,2.1526227,2.4557128,1.9298855,2.3304818,2.266875,2.0972841,2.2376735,278.1042731,0.48047489,0.6221866,0.44957733,0.24466701,0.21478982,0.44781375,0.63691926,0.74617636,99.819031,,,,,,69.034225,94,,,,,0.30362403,0.31728342,0.73427242,,,,0.52159745,1,,,,,0.64701611,,0.16507804,,0.28139642,0.17818956,,0.24483208,,0.074417777,0.15313505,0,,,,0.33058125,0.050822455,0.063298136,,0.06161689,0.085044861,0.0894356,0.11603685,0,0,0.071484633,0.034790643,,,0.15314968,0,,0.12676413,,1.6544648,1.8820112,2.0541186,2.4682827,2.0005267,2.1872118,2.2136667,2.6408086,2.5090499,241.3830683,Matched (3),0.31979614,,0.31979614,
anantnag,0.27510291,0.29663184,0.29868618,0.28395203,0.27244583,0.34555125,0.3626506,0.42952323,0.97986948,0.62618864,0.97986948,0.62618864,2.1342373,,0.71141243,0.33333334,1.2137723,1.7563572,1.5130389,1.9825929,2.1543326,2.5892999,2.28951,2.601546,2.5846298,103.6934484,0.72958136,0.67040122,0.71840268,0.90302461,0.38901395,0.55493981,0.71733952,0.21785775,58.011944,,,,,,72.605286,94,94,,,,0.18690498,0.11358635,0,,,,0.70938313,,,,,,0.66112131,,0.28058636,,0.34633654,0.1573929,,0.16805534,,0.17569679,0.17342909,0.21967438,,,,0.61726207,0.086750694,0.47804257,,0.14524789,0.25119755,0.10910828,0.48451775,0.19612402,0.043331292,0.1365277,0.14605121,,,0.33990914,0.14220451,,0.02977463,,1.8501954,2.2512579,1.7176968,2.1391211,1.9294977,2.3995125,2.2923191,2.2113507,2.0900624,191.8032595,Matched (3),0.31874818,,0.31874818,
leh(ladakh),0.89617455,0.68723577,0.69811219,0.81538635,0.8039844,0.83391899,0.77960163,0.68068051,1,0.37987366,1,0.37987366,2.0924685,,0.69748956,,1.5804988,2.0082374,1.8001486,2.1167686,1.8577909,1.372336,1.6075408,2.5587828,2.4187016,12.20503993,0.38303933,0.35637236,0.34095356,0.20585911,0.14847144,0.30200881,0.41742694,0.37996864,36.7766,,,,,,62.202137,94,,,,,0.24826384,0.33785811,1,,,,0.67943013,,,,,,0.68273181,,0.53515458,,0.32990289,0.054756608,,0.18131377,,0.18868043,0.17062032,0.052091021,,,,0.56981564,0.043159019,0.43417314,,0.13157564,0.30630448,0.10637402,0.36121207,0.070316456,0.045409217,0.13243452,0.15769088,,,0.25288996,0.11281397,,0.076039366,,1.7572579,2.1175485,1.6795805,2.0473943,2.1964839,1.1955355,2.1335373,2.2258971,2.1887624,15.6317,Matched (3),0.31726819,,0.31726819,
ganderbal,0.60866326,0.47895241,0.58390164,0.38597244,0.38767543,0.55144745,0.65320998,0.20086449,0.97706342,0.33623946,0.97706342,0.33623946,1.7747678,,0.59158921,0,1.3006214,1.9614487,1.666797,1.8774956,2.2442944,2.5907841,2.314424,2.400218,1.9825062,32.08082169,0.76418054,0.80636603,0.85109025,0.46894976,0.36597994,0.81217325,0.78679055,0.44708973,62.572781,,,,,,71.059708,94,94,,,,0.13188452,0.089114062,0,0,,,0.76102167,,,,,,0.66023922,,0.17475373,,0.2168362,0.042614248,,0.18411611,,0.10655373,0.13578227,0.20807102,,,,0.69241786,0.11655518,0.44491646,,0.19692755,0.40459213,0.16314431,0.49418822,0.19615053,0.055642884,0.18964911,0.22359094,,,0.22958998,0.11011632,,0.067699939,,1.8149672,2.1744165,1.6091927,2.1437254,2.0519109,2.4983654,2.2930765,2.2648408,1.8303536,48.34007164,Matched (3),0.3168242,,0.3168242,
bongaigaon,0.1577986,0.29759935,0.32111752,0.17064933,0.14237037,0.22709936,0.31076825,0.42542702,0.91163909,0.035232678,0.91163909,0.035232678,1.202768,,0.40092266,0,1.7718005,1.4889379,1.510739,2.1447175,2.0843165,1.9910294,2.2393022,1.8230395,1.6732757,90.5300234,0.23012316,0.29382831,0.3828879,0.30961066,0.27500656,0.23415516,0.40509427,0.70987177,27.581938,,,,,,79.031082,94,94,,,,0.13162327,0.40541345,0,,,,0.6605354,,,,,,0.59875089,,0.046368003,,0.30584323,0.062164903,,0.24101508,,0.082095981,0.24570735,0.062871724,,,,0.47989386,0.16047515,0.19853365,,0.16380145,0.24751303,0.070314169,0.1835407,0.037729915,0.084994152,0.15661889,0.055579711,,,0.2143797,0.079047777,,0,,1.9629886,1.6141891,1.6142977,2.3075938,2.1416795,2.0840218,2.435519,1.7149142,1.3527311,60.80507001,Matched (3),0.31288821,,0.31288821,
hardoi,0.17206733,0.13662973,0.18421417,0.18287385,0.19279441,0.39716837,0.39634717,0.51803571,0.88374424,0.086876392,0.88374424,0.086876392,1.1234857,,0.37449524,,1.8665016,1.6812161,1.7974409,2.3699164,1.4393131,1.2740216,1.229063,2.1614649,2.0114863,173.1815171,0.33738953,0.34335259,0.36156121,0.086880237,0.29308966,0.3640677,0.36891329,0.42710888,90.720421,,,,,,67.103386,94,94,,,,0.24018829,0.27699625,0.37899065,1,,,0.46294844,1,,,,,0.57114947,,0.1238877,,0.3589007,0.016383968,,0.08406274,,0.11103185,0.12762772,0.008585176,,,,0.42356533,0.1349346,0.040484045,,0.19119008,0.19926955,0.098505393,0.13552113,0.016383968,0.016383968,0.083892867,0.050736599,,,0.016383968,0.031637821,,0.046087988,,1.8210231,1.8679569,1.8275471,2.6152134,1.4029012,1.2730281,1.3273534,2.2246702,2.350951,310.4352381,Matched (3),0.31259477,,0.31259477,
mahe,0.091572911,0.17993133,0.10195518,0.038018648,0.048744898,0.33970061,0.33577064,0.055462047,0.96330851,0.66976577,0.96330851,0.66976577,2.7710299,,0.92367667,,1.2564433,1.689554,1.805447,1.9486226,2.0389228,1.3014785,2.3632798,2.1416662,2.0547261,1.415779005,0.60064381,0.52202654,0.30324665,0.074040085,0.06907583,0.15966527,0.26771399,0.18406937,40.127903,,,,,,58.099186,94,,,,,0.19170421,0.1918653,,,,,0.71525776,,,,,,0.65072787,,0.43698755,,0.3504945,0.32087633,,0.43601128,,0.35720563,0.32009748,0.15035333,,,,0.48676351,0.46273577,0.35333136,,0.42469513,0.43666196,0.1967326,0.32670206,0.16308925,0.24727604,0.20564292,0.22361989,,,0.32826462,0.064271323,,0.20419608,,1.1572409,1.6881946,1.4691314,1.7674924,1.8824917,1.2376647,2.2497349,2.0161536,2.1400323,4.857530996,Matched (3),0.31258065,,0.31258065,
palwal,0.36244413,0.2796019,0.35852829,0.33759683,0.24284029,0.36930978,0.4653078,1.267522,0.88640165,0.40542206,0.88640165,0.40542206,1.9280348,,0.64267826,0.38661945,1.1904618,1.7779133,1.7961254,2.0306535,1.4035155,0.63094091,1.1062938,2.1837153,2.4691539,45.82559647,0.21114062,0.24071914,0.26855102,0.16851245,0.22391374,0.17575739,0.41654775,0.58519596,90.186546,,,,,,71.308754,94,94,94,,,0.17877218,0.1898043,0.21121784,0,,,0.48653525,1,,,,,0.57563895,,0.17078225,,0.36441547,0.033042341,,0.05932758,,0.11329896,0.14889055,0.0203945,,,,0.28547049,0.097880714,0.053559419,,0.078854017,0.12368711,0.10437512,0.26745155,0.017443789,0.005158533,0.079360418,0.22476232,,,0.0758911,0.005158533,,0.17647891,,1.3369328,1.9626629,1.9964489,2.2252066,0.76986933,0.40244535,0.50125456,2.0056739,1.9132084,86.23587927,Matched (3),0.3107627,,0.3107627,
west kameng,0.082456082,0.25757614,0.11110871,0.068252325,0.032506716,0.17823495,0.39025602,0.53520805,0.98697811,0.44695461,0.98697811,0.44695461,2.5578582,,0.85261941,0.48654583,1.7705507,2.124356,1.7524631,2.278373,2.0505257,1.9734107,1.9751015,1.89346,2.2655871,2.080647015,0.7208513,1.2722507,1.036051,0.79541993,0.78228945,1.1396749,1.1560879,1.2349811,31.991974,,,,,,78.008385,94,94,,,,0.28129277,0.41229779,0,,,,0.66650993,,,,,,0.67712158,,0.33394238,,0.35763621,0.27628502,,0.31641796,,0.22634208,0.25427482,0.27997136,,,,0.49051422,0.33906212,0.37179381,,0.40225381,0.4315033,0.28102139,0.40715808,0.28062314,0.21094407,0.27235463,0.33773869,,,0.40813491,0.18818493,,0.049194761,,1.9118084,1.8197702,1.4825928,2.3760498,2.2318523,2.3003511,2.2828548,1.9052407,2.2990928,5.592015941,Matched (3),0.30985653,,0.30985653,
kolar,0.282942,0.29997921,0.2402541,0.18284965,0.11339551,0.3642095,0.4313066,0.29140165,0.966313,0.45842448,0.966313,0.45842448,2.091728,,0.69724262,,1.3146812,1.3311521,1.2613281,2.0395808,2.0940883,2.4971254,2.4033136,2.7439609,2.6533644,210.2754784,0.69470859,0.74293345,0.86815959,1.0829551,0.73698276,1.031902,0.86510539,0.81244504,30.134476,,,,,,67.780403,94,,,,,0.19967996,0.15660949,0.5,,,,0.5967527,,,,,,0.65739477,,0.32436913,,0.38860223,0.046560816,,0.16696931,,0.15317249,0.16362417,0.02473972,,,,0.46568599,0.11497062,0.16179276,,0.166071,0.20935303,0.17465393,0.25517839,0.033680167,0.026863817,0.034662582,0.056934856,,,0.21115431,0.024857592,,0.11712609,,1.1428746,1.2685226,1.2478122,1.9830216,1.9448802,1.7861724,2.0328159,2.1860816,2.2716153,150.2434606,Matched (3),0.30891824,,0.30891824,
barpeta,0.38704655,0.28016871,0.26737493,0.19884853,0.16629818,0.15290165,0.12532009,0.34320927,0.87330228,0.40016052,0.87330228,0.40016052,0.94221765,,0.31407255,0.66666669,1.9912298,1.5102959,1.9732816,2.4347956,2.3207073,2.1056514,2.4458067,2.1359067,2.0400541,222.2206836,0.74480861,1.0124221,1.1519547,0.80145061,0.75690168,1.0973048,1.1204594,1.4333079,29.866499,,,,,,80.664711,94,94,,,,0.54549783,0.37819555,0.90676743,,,,0.59590185,,,,,,0.56512547,,0.063357323,,0.285317,0.085694827,,0.23976497,,0.12738222,0.18612219,0.058039229,,,,0.36725169,0.15412831,0.22412889,,0.15942292,0.28838927,0.10174437,0.21755034,0.045241788,0.044191811,0.20586102,0.025453737,,,0.25220168,0.04594183,,0.050623346,,2.1257384,1.5047884,1.257048,2.4782379,2.2529705,1.8658299,2.5553727,1.7551677,2.1362474,145.204116,Matched (3),0.30817682,,0.30817682,
nagaur,0.044083256,0.036759391,0.11825971,0.032627013,0.052261434,0.15233997,0.22434339,0.12255062,0.91887116,0.30880708,0.91887116,0.30880708,1.9396824,,0.64656079,1,1.3586599,1.754388,1.7542614,2.5789936,1.3535447,0.4578853,0.75150484,1.9351799,1.9090792,165.9962519,0.2235596,0.2387481,0.25993142,0.19348925,0.21565634,0.21992199,0.37909967,0.64985967,85.911865,,,,,,64.100922,94,94,,,,0.20325795,0.073765539,0,,,,0.44439408,,,,,,0.61133176,,0.071021609,,0.46683955,0.052504703,,0.10253247,,0.077967241,0.14486699,0,,,,0.34141713,0.056224663,0.007480421,,0.077169962,0.0808753,0.10823245,0.11626489,0.007067177,0,0.04162214,0.10100798,,,0.06711486,0,,0.10621263,,1.3463292,1.8411183,1.9007641,2.425168,0.45016372,0.27963203,0.36261755,2.4777827,2.5031483,276.9477139,Matched (3),0.3075394,,0.3075394,
shupiyan,0.24431747,0.2531983,0.24992907,0.18981482,0.29202875,0.37031969,0.48419604,0.37641376,0.99340874,0.47702318,0.99340874,0.47702318,2.3272283,,0.77574277,0.5,1.2080814,2.0117359,1.853146,2.2159817,2.421746,2.7803712,2.5413151,2.6492324,2.4663465,26.02178192,0.56368446,0.47967947,0.62489092,0.61966836,0.23330528,0.52865404,0.6990568,0.24888767,61.222023,,,,,,72.788147,94,,,,,0.14333171,0.082021989,0.35616246,0,,,0.75277698,,,,,,0.68600303,,0.25728375,,0.21100003,0.087085985,,0.13694791,,0.09707991,0.20636919,0.20014447,,,,0.69718993,0.11328518,0.2423927,,0.15953989,0.29579899,0.17262438,0.4131411,0.12834701,0.063803934,0.13219106,0.17117421,,,0.39849862,0.17411667,,0.049184635,,1.8878658,2.3678656,1.5133836,2.307874,2.2159986,2.5073001,2.2556503,2.4695201,2.4235618,44.236587,Matched (3),0.30740571,,0.30740571,
mumbai,0.012404536,0.01551728,0.01551728,0,0,0.10972445,0.060646068,0.11820579,0.99224138,0.56648505,0.99224138,0.56648505,2.5481296,,0.84937656,,1.3806883,1.6231432,1.8320327,2.2396736,2.1962998,2.1936064,2.0434654,2.73909,2.5934024,489.0426531,0.17464887,0.20365494,0.16673712,0.1456888,0.14022322,0.16193716,0.29846197,0.45337504,54.843822,,,,,,53.91053,94,,,,,0.15971808,0.086676069,,,,,0.50747019,0,,,,,0.68707174,,0.40942389,,0.28062302,0.22174163,,0.30405796,,0.34426272,0.40722552,0.14895861,,,,0.47536269,0.19753994,0.22155923,,0.19662774,0.28919297,0.26696602,0.24768355,0.13695098,0.11991337,0.14895861,0.17582242,,,0.31034565,0.1756039,,0.22135375,,1.4581267,1.4420058,1.5457089,1.9138331,1.9554694,1.9838426,2.034384,2.4379303,2.2023001,242.4032438,Matched (3),0.30516964,,0.30516964,
neemuch,0.099195965,0.077692471,0.15926015,0.067065291,0.061228435,0.13757464,0.21043818,0.22780117,0.95770061,0.271909,0.95770061,0.271909,2.034179,,0.67805964,,1.5484669,1.7039798,1.6897426,2.315263,1.0781198,0.81930375,1.1192944,2.0429101,1.5599053,38.33641922,0.33946702,0.3355009,0.42760855,0.21725263,0.23410161,0.45158327,0.57006365,0.38846737,92.507484,,,,,,63.552563,94,,,,,0.067261264,0.095768154,0,,,,0.62523079,,,,,,0.65341181,,0.18845743,,0.30235982,0.0410957,,0.1359403,,0.21596602,0.23121347,0.042982496,,,,0.4918839,0.17356941,0.037623003,,0.30118263,0.29796362,0.18863542,0.27559978,0.067035504,0.024732374,0.090348385,0.18047014,,,0.081160896,0.032012228,,0.04804416,,1.4785113,1.5809865,1.3954626,2.2328062,0.69460708,0.63337421,0.59535027,2.0056849,1.479815,90.55339277,Matched (3),0.3042888,,0.3042888,
dakshin dinajpur,0.34548584,0.34738556,0.31935233,0.20623448,0.11161347,0.49129519,0.5001967,0.76718718,0.85180986,0.027793003,0.85180986,0.027793003,1.4250718,,0.47502396,,1.9452865,1.4832022,1.1950768,2.3134263,2.0343029,2.0553074,2.4278166,2.2403316,2.0707707,256.6517917,0.32572964,0.40503761,0.52604264,0.22227691,0.22541346,0.49888608,0.46491688,0.6725319,60.202923,,,,,,82.937401,94,,,,,0.16058075,0.087227732,0,0,,,0.62275124,,,,,,0.54772675,,0.094008662,,0.28388759,0.17091943,,0.094983682,,0.098297067,0.13893132,0.076043338,,,,0.45358521,0.23397601,0.3345387,,0.25374529,0.38630268,0.068647392,0.28676122,0.056236316,0.082699716,0.13600431,0.10231179,,,0.25084555,0.032486007,,0.024811225,,1.8632944,1.7415801,1.4662963,2.2856669,1.9849629,1.7595196,2.395257,1.8385412,1.4899662,150.784297,Matched (3),0.30408311,,0.30408311,
upper siang,0.32169312,0.86951894,0.5459289,0.15340874,0.14686944,0.76932704,0.69306284,0.66662461,0.93957859,0.229039,0.93957859,0.229039,2.01525,,0.67175001,0.66666669,1.6407956,2.1551993,1.2549421,2.6307061,2.5397673,2.5750072,2.4176829,2.4486461,2.7307937,0.910952009,0.37739784,0.41963774,0.48646855,0.40459657,0.35882887,0.67112988,0.95046616,1.3793447,53.520569,,,,,,70.410255,94,,,,,0.30524862,0.33988169,0,,,,0.38942364,,,,,,0.63653731,,0.15513609,,0.25338736,0.10605986,,0.11106328,,0.24984299,0.14945167,0.13354163,,,,0.25255817,0.19078812,0.14688997,,0.088426143,0.23476744,0.14723223,0.17311031,0.061320156,0.077738293,0.13060944,0.097568505,,,0.10028192,0.02250658,,0.026045674,,2.2160642,2.1783252,1.4417495,2.5341127,2.4700286,2.4333236,2.3153114,2.0010567,2.5827143,1.707580008,Matched (3),0.30304128,,0.30304128,
bangalore rural,0.59082115,0.40017983,0.39083445,0.36242339,0.40028456,0.74486291,0.8210814,0.5736441,0.94029671,0.6327312,0.94029671,0.6327312,2.5271409,,0.84238029,,1.115362,1.3761326,1.4318929,2.0875266,1.9612125,2.1199107,1.9612284,2.2910366,2.2847736,138.0235502,0.55696768,0.6928699,0.65506846,0.61371499,0.45668358,0.5747841,0.70147401,0.42792964,53.08226,,,,,,55.135437,94,,,,,0.10334922,0.036021456,,,,,0.53355104,,,,,,0.6379264,,0.2377602,,0.24697202,0.10013105,,0.19129829,,0.18063253,0.26267362,0.069658346,,,,0.41661832,0.079806663,0.21519127,,0.15883112,0.18954246,0.17216216,0.22682554,0.069658346,0.035842638,0.091553599,0.10212754,,,0.31186655,0.056693416,,0.15966685,,1.1488329,1.0743675,1.115151,1.8466363,1.8770206,1.9990396,1.9780376,2.2970011,2.2619774,96.98168361,Matched (3),0.30237031,,0.30237031,
siwan,0.27483195,0.06380143,0.07762897,0.055539709,0.0300254,0.070194744,0.11205484,0.41455567,0.8880561,0.078342885,0.8880561,0.078342885,1.2722208,,0.42407364,0.41983393,1.5613986,1.4253362,1.5025809,2.5047309,2.1534352,2.211247,2.3019292,2.4659169,2.6387644,259.0637248,0.23479712,0.23953076,0.29540911,0.21474506,0.21569431,0.27362317,0.34861976,0.28620151,84.471687,,,,,,75.312836,94,94,,,,0.15749398,0.18427423,0.16105708,0,0,,0.47641557,0,,,,,0.58649987,,0.1212946,,0.34468991,0.11036586,,0.12046298,,0.089365266,0.19018322,0.035900187,,,,0.39524385,0.14842862,0.080710851,,0.092087016,0.1889497,0.069376253,0.11535392,0.064362064,0.027356956,0.094067052,0.097338468,,,0.092957698,0.004812673,,0.022538701,,1.7407031,1.3614089,1.3649806,2.4936099,2.2281146,2.2629876,2.2946439,2.4133272,2.2161012,299.0977861,Matched (3),0.30155623,,0.30155623,
srinagar,0.39511657,0.48301354,0.43407604,0.2027224,0.21866828,0.40020749,0.49741828,0.39518717,0.98588312,0.58233327,0.98588312,0.58233327,2.3412988,,0.78043294,1,1.3939984,2.1439042,1.7234458,1.9577835,2.0618274,2.5724728,2.173454,2.2280109,1.7800266,147.3934307,0.48371446,0.45760599,0.49024698,0.44595268,0.25487021,0.5048269,0.62342072,0.62236202,65.501091,,,,,,61.873093,94,94,,,,0.31638244,0.42530802,0,,,,0.71817493,1,,,,,0.68498522,,0.32574695,,0.32617676,0.18902966,,0.27182671,,0.15669735,0.14675874,0.15239282,,,,0.66130602,0.039025713,0.34660017,,0.058870822,0.29286313,0.14960635,0.38836157,0.13040443,0.076020353,0.13647807,0.11765286,,,0.37044239,0.07661847,,0.061687779,,1.5398545,2.2520893,1.3987781,1.8546118,2.2650061,2.6063643,2.183614,2.2234392,2.2638164,225.7263477,Matched (3),0.3008979,,0.3008979,
papum pare,0.29481554,0.70268047,0.50684118,0.19400302,0.23674059,0.70467651,0.72079194,0.91972649,0.96734154,0.24252106,0.96734154,0.24252106,1.9381725,,0.64605749,1,1.7945482,2.2024453,1.4072688,2.4983361,2.2125609,2.1452451,2.1112304,2.0258844,2.2383351,3.073081074,0.58588898,0.72076625,0.87032521,1.041625,0.75926584,0.70115358,1.0344152,1.0895624,77.89003,,,,,,78.988701,94,94,,,,0.23717126,0.44413164,0.24689654,1,,,0.61182195,1,,,,,0.66837913,,0.46906802,,0.3014892,0.25780225,,0.33162236,,0.39124563,0.22571144,0.17388959,,,,0.38328648,0.30411449,0.27269638,,0.30782989,0.33952704,0.23087732,0.29863769,0.24255031,0.12862785,0.20576812,0.27820653,,,0.28673291,0.17662722,,0.18477002,,1.7285706,1.738483,1.3281287,2.2642555,2.1214852,2.1343405,1.9868491,1.8945694,1.9751817,16.5427829,Matched (3),0.29896241,,0.29896241,
