district,total_weight_district,m_justify_beating_goes_out,m_justify_beating_neglect_kids,m_justify_beating_argues,m_justify_beating_refuses_sex,m_justify_beating_burns_food,m_num_control_issues,m_ever_humiliated_hp,m_ever_threatened_harm_hp,m_ever_insulted_hp,m_experienced_emotional_viol,m_pushed_shook_thrown,m_slapped,m_punched_hit_harmful,m_kicked_dragged,m_strangled_burnt,m_threatened_weapon,m_forced_unwanted_sex,m_forced_other_unwanted_sex,m_arm_twisted_hair_pulled,m_forced_unwanted_sexual_acts,m_experienced_less_severe_phys,m_experienced_severe_phys_sex,m_experienced_any_physical_viol,m_experienced_any_sexual_viol,m_injury_broken_bones_teeth,m_injury_deep_wounds_bleeding,m_injury_head_internal,m_injury_wounds_brokenbones,m_injury_severe_burns,m_experienced_any_listed_injury,m_respondent_physically_hurt,m_freq_hurt_hp_last12m,m_hp_drinks_alcohol,m_freq_hp_drunk,m_freq_hit_last12m_non_hp,m_hp_hurt_during_pregnancy,m_not_hurt_during_pregnancy,m_father_beat_mother,m_hp_jealous_other_men,m_hp_accuses_unfaithful,m_hp_limits_female_friends,m_hp_limits_family_contact,m_hp_insists_know_where_is,m_hp_no_trust_money
bilaspur,234885120,0.15753521,0.23471619,0.2271578,0.22988385,0.083956413,1.0515212,0.065909743,0.025390698,0.080579393,0.063435525,0.14120276,0.32381848,0.10875672,0.10539006,0,0,0.015952531,0.044937138,0.11763041,0.005700979,0.17093647,0.052695032,0.033295322,2.2128255,0.055964712,0.036346633,0,0.022669388,0,0.055964712,0.005038774,0.005038774,0.35468754,0.56290162,0.09112522,0.007976266,0.64124453,0.40886682,0.20833795,0.080727518,0.20040292,0.15872484,0.15109317,0.25223479
dantewada,34981508,0.23946984,0.28296968,0.22013551,0.15923804,0.14749788,1.3745469,0.094815411,0.089231431,0.01658765,0.080626883,0.3143276,0.55951095,0.07575471,0.091993235,0,0,0.04517604,0.01567594,0.059241727,0,0.30989236,0.04897213,0.03042599,5.391315,0.028261647,0,0,0.009724595,0,0.028261647,0.062285621,0.085725181,0.43634513,0.72918355,0.1286658,0.00471875,0.73197347,0.36911106,0.50425887,0.24104981,0.21892107,0.1936821,0.2186643,0.24969116
durg,201031888,0.035489857,0.055834703,0.076565973,0.1226987,0.10323355,0.7358405,0.090228721,0.063698083,0.059450239,0.060041554,0.093320914,0.3076044,0.065595366,0.10061343,0,0,0.085517406,0.02430103,0.089737624,0.11307244,0.1476258,0.050306715,0.064838037,1.5069337,0.041644927,0.020311719,0,0,0,0.061956644,0.031936977,0.063873954,0.30467755,0.49709642,0.12844235,0,0.81295443,0.12639888,0.17096734,0.11423173,0.11995579,0.11259766,0.12630022,0.24915445
gariyaband,70476536,0.076396614,0.099565446,0.087552316,0.1118508,0.080989324,1.0660927,0.025383966,0.039028931,0.069498509,0.056878053,0.15119186,0.24971472,0.038322058,0.11396579,0,0.01304542,0.067786165,0.039136261,0.089054264,0.028649904,0.11843712,0.044375606,0.033893082,1.5297527,0.01956813,0,0,0,0,0.01956813,0.025909077,0.038772736,0.2871455,0.41052154,0.01304542,0,0.72226846,0.38688678,0.2959204,0.071703635,0.11655319,0.17337109,0.28655952,0.17133904
kodagaon,59801356,0.28065845,0.24153,0.17606826,0.1108274,0.12797159,0.75717467,0.098865449,0.10199202,0.083663054,0.096697994,0.49668473,0.74922872,0.16391256,0.13586399,0.065510422,0,0.092302822,0.071614511,0.19889596,0.084169798,0.34997052,0.051614381,0.058288727,3.0098267,0.038668588,0.013569592,0,0.005474425,0,0.046763755,0.044229314,0.072389744,0.32095036,0.50868273,0.1211054,0.010948849,0.67019588,0.43985718,0.39541665,0.15153033,0.13809562,0.094661586,0.15412031,0.088902451
mungeli,62159500,0.07456252,0.16820611,0.093335338,0.061634135,0.048186246,0.53417587,0.029705081,0.058197718,0.072716899,0.041511372,0.084870763,0.18066964,0.072716899,0.038798478,0,0,0,0.038798478,0.028621787,0.038798478,0.11407297,0.019399239,0.019399239,0.634808,0.041511372,0.019399239,0,0,0,0.041511372,0.027213104,0.054426208,0.37091464,0.64241081,0,0,0.78685033,0.053460918,0.2832953,0,0.11734718,0.088145703,0.11031516,0.031711113
raipur,304296448,0.12329299,0.14970841,0.17206177,0.085480265,0.08591219,0.51516902,0.04939108,0.008815095,0.026053496,0.029891049,0.060175806,0.093436383,0.014893056,0.014893056,0.014893056,0.004502038,0.005888981,0.00804551,0.056029323,0.005888981,0.060460396,0.010391018,0.005888981,0.14828999,0.010391018,0.006658566,0,0.004502038,0.010391018,0.010391018,0.038251832,0.076503664,0.34398514,0.38580745,0.011197357,0.010391018,0.71474189,0.2930235,0.12416267,0.044116914,0.11091078,0.084238656,0.083530344,0.06820967
sukma,24811840,0.17677617,0.13121244,0.12715547,0.090563379,0.077632733,0.82424939,0.10570364,0.14481957,0.077777706,0.1077141,0.39590269,0.75223684,0.13073903,0.16446592,0.006294656,0.006415324,0.03068132,0.012830649,0.24266246,0.03068132,0.3663179,0.088648282,0.024963647,3.0021293,0.075856887,0.060390282,0,0.036359981,0,0.11701945,0.12135601,0.22591275,0.49526548,0.87910658,0.1103977,0,0.68551081,0.77582526,0.39378551,0.24417032,0.29638225,0.2859979,0.38522995,0.30552655
surajpur,53647944,0.053792033,0.086920924,0.073694266,0.02649123,0.035701927,0.73905045,0.009210697,0.073730581,0.037568618,0.046075989,0.063794054,0.40837076,0.018421395,0.028357917,0,0,0.10224234,0.009210697,0.084491886,0.14444074,0.20929852,0.014178959,0.076825723,0.62517089,0.051044248,0,0,0,0,0.051044248,0.038584702,0.077169403,0.39953259,0.69036567,0.093209051,0,0.83484393,0.91315383,0.25576729,0.046895552,0.12057251,0.13116138,0.092095293,0.21333966
surguja,88352752,0.11005694,0.18136254,0.1640548,0.20963037,0.11367659,0.57956749,0.031576086,0.051637735,0.070067018,0.049305096,0.080219075,0.39013219,0.052985877,0.032462373,0,0,0,0,0.1142782,0,0.19494374,0.012532332,0,5.5560455,0,0,0,0,0,0,0.022794083,0.038190458,0.38483089,0.63433039,0,0.007698187,0.74914461,0.37413681,0.14305282,0.045015689,0.083332174,0.10144506,0.12307638,0.1324311
central,95811312,0.17557071,0.21493918,0.25823238,0.30225778,0.16124447,0.709988,0.15893291,0,0.14338021,0.085330851,0.1255586,0.28480437,0.086700626,0.020725142,0,0,0.092831053,0.031641535,0.078459986,0.031641535,0.1378168,0.013724214,0.041141938,0.85425347,0.021043465,0.007000927,0,0.0061881,0,0.027231565,0.017821612,0.035643224,0.26084268,0.32435703,0.040095162,0,0.64374155,0.20712976,0.17796083,0.055184476,0.1332043,0.10656624,0.13292876,0.1041434
east,96975664,0.053545382,0.063689724,0.055815972,0.12557013,0.070865862,0.55092448,0.17781888,0.058297954,0.022915471,0.11105005,0.24878794,0.43652049,0.13375659,0.083967395,0,0.008898717,0.096100375,0.069921643,0.13850845,0.083730742,0.19485772,0.039223976,0.054954737,0.43704903,0.058741666,0.014016754,0,0.007008377,0,0.06575004,0.037264567,0.014016754,0.30270284,0.43735951,0.066891871,0.014702709,0.78033382,0.17202197,0.12302586,0.041749783,0.13357075,0.059321985,0.06478703,0.12846908
new delhi,62718204,0.16045527,0.12972106,0.14510702,0.10760522,0.076835208,0.54306424,0.085079528,0.07636977,0.075465254,0.087314919,0.17743616,0.21088149,0.026752744,0.061560228,0.007003214,0.007003214,0.058360152,0.071526505,0.063932031,0.069636337,0.14048454,0.034281723,0.041401345,1.1599603,0.027647842,0.007003214,0,0.021567902,0,0.027647842,0.057403285,0.089480333,0.28695843,0.39584315,0.037172716,0.021567902,0.62871397,0.36915946,0.20599931,0.03365428,0.06163539,0.038466487,0.075009197,0.12829955
north,86691936,0.12795544,0.45994505,0.4006303,0.30733502,0.36475977,0.72860569,0.16142575,0.082418747,0.066334739,0.097032309,0.14560269,0.22704014,0.094496019,0.084496357,0.066994198,0.01314376,0.094083123,0.078060158,0.10481635,0.070997261,0.1280302,0.042818379,0.084470809,0.40391642,0.034067299,0.014284154,0,0.015424549,0.007712274,0.041779574,0.019128723,0.026840998,0.25017244,0.28190207,0.042902227,0.007712274,0.68444449,0.31754082,0.19796,0.029708704,0.13081178,0.041862313,0.14173637,0.18652652
north east,90205928,0.071268179,0.038124014,0.085278019,0.20244212,0.030278698,0.47596517,0.009785477,0,0.075321913,0.035445821,0.042875964,0.29211304,0.042875964,0.042875964,0,0,0.12583162,0,0.042875964,0.042875964,0.11169236,0.014291988,0.056235861,0.10596056,0.014291988,0,0,0,0,0.014291988,0.01297948,0,0.13077809,0.18832473,0.050192542,0,0.70555484,0.25655609,0.10232677,0.014940515,0.096543953,0.14120395,0.03437252,0.08657746
north west,140019072,0.043885086,0.064895339,0.042759452,0.061548922,0.005149213,0.46546677,0.040978331,0,0.055969175,0.043145131,0.10621192,0.29303294,0,0.031247651,0.011240912,0,0.067162283,0.054088295,0.10838316,0.033344563,0.13966551,0.012289369,0.039384235,0.30818063,0.012463509,0,0,0,0,0.012463509,0.005625191,0.011250381,0.2133137,0.20683052,0.057995427,0,0.6939382,0.24025561,0.13888757,0.011240912,0.053225841,0.091524951,0.12349099,0.047096498
shahdara,80653616,0.06423749,0.064585574,0.1197571,0.19216472,0.075493492,0.54258209,0.16882075,0.029365763,0.12483392,0.11680782,0.18528911,0.45273095,0.036775932,0,0.00991229,0,0.046849728,0.018387966,0.041055828,0.034483414,0.20717275,0.004956145,0.029527269,1.1895568,0.029189143,0.004956145,0,0.004956145,0,0.029189143,0.012204809,0.024409618,0.23479386,0.34671342,0.11052833,0.017160954,0.66588479,0.3407087,0.25960496,0.032782126,0.054571725,0.063743971,0.080423601,0.051455721
south,74048736,0.031782784,0.036818888,0.036334556,0.056999702,0.036334556,0.40216655,0.098469123,0.01844334,0.061147161,0.058928527,0.038964,0.14584827,0.11109564,0.01844334,0.03617993,0,0,0,0.072730102,0,0.079137377,0.012059976,0,0.16082391,0.012059976,0.006621207,0,0,0,0.018681183,0.012447545,0.024895091,0.31751212,0.5413999,0.047475625,0.006383364,0.76179427,0.20989604,0.070389211,0.006621207,0.11969032,0.037438869,0.019464437,0.14856249
south east,108705496,0.012809104,0.006431349,0.016019907,0.018251119,0.018251119,0.13710353,0.070538484,0.12470313,0.029122943,0.068129815,0.14305544,0.22549441,0.10009952,0.086541533,0,0,0.051049735,0.077422813,0.14305544,0.07850863,0.090063766,0.032057129,0.060027454,1.7802184,0.009629853,0.009629853,0,0,0,0.009629853,0,0,0.19995894,0.30654454,0.027390961,0.009629853,0.64844406,0.11515035,0.084104411,0.007431777,0,0.009838233,0.031209774,0.00451933
south west,79243576,0.11873537,0.14368701,0.15700789,0.17948888,0.2428844,0.92391348,0.21373558,0.1367209,0.20132273,0.15467368,0.29081535,0.3824794,0.17410955,0.10839619,0.052019373,0.025037171,0.13035351,0.096975796,0.21925279,0.096975796,0.2504952,0.067444839,0.064277895,0.77347386,0.073650099,0.021305854,0,0,0,0.088449426,0.023103576,0.039700631,0.35684621,0.45725983,0.13854834,0.01674436,0.66930842,0.24617925,0.22715697,0.070670724,0.15399097,0.1200653,0.15143183,0.25147137
west,197002272,0.037085682,0.040313452,0.15387046,0.011538299,0.021827616,0.86915618,0.18673377,0.14787295,0.20014949,0.16815864,0.18826951,0.31731704,0.16824447,0.17108101,0.022420604,0.015669778,0.11945899,0.11634441,0.18027914,0.098253749,0.1892076,0.072990179,0.079542369,1.1866217,0.074183218,0.032893196,0,0.00737825,0,0.074183218,0.009410135,0.013597011,0.32090837,0.45322648,0.03410244,0.028706318,0.64260763,0.63005972,0.23487554,0.1271383,0.15941517,0.099207811,0.11210433,0.22609743
ahmadabad,345961632,0.038506106,0.055073392,0.089391783,0.02954893,0.033164881,0.34972239,0,0,0,0,0,0.012167199,0,0,0,0,0,0,0,0,0.006083599,0,0,0,0,0,0,0,0,0,0,0,0.02912296,0.027513204,0,0,0.80254215,0.091683865,0.10977945,0.012207018,0.006192213,0.072242789,0.13395493,0.015346006
aravali,63553016,0.12968555,0.15059495,0.13401303,0.040003844,0.13648349,1.2965842,0.13903913,0.07769049,0.16006429,0.12500663,0.43994686,0.47220871,0.24237013,0.27841669,0.082416862,0,0.17025903,0.20794915,0.32299414,0.22966243,0.30088574,0.14416853,0.17260766,5.3384686,0.085292645,0.07293465,0,0.015868515,0.01824192,0.13128857,0.059066623,0.11813325,0.038498297,0.076996595,0.037241444,0.063680314,0.80560923,0.17792775,0.30843577,0.077740811,0.19556497,0.16761808,0.36215684,0.1850677
bhavnagar,124805448,0.073690049,0.18301295,0.20868258,0.28695881,0.15736625,0.76759315,0.031457536,0.038524318,0.008661985,0.015728768,0.029862335,0.07638678,0.015728768,0.008661985,0.008661985,0,0.029862335,0.017323971,0.008661985,0,0.03708908,0.008661985,0.015728768,0.83533275,0.008661985,0.008661985,0,0,0,0.008661985,0.008661985,0.008661985,0.04642076,0.050894286,0,0.019151688,0.7992658,0.13317902,0.16313775,0.27245122,0.24394852,0.1872084,0.17285639,0.26189685
botad,35423168,0.11216453,0.10020801,0.087785207,0.11299275,0.11447632,0.86950213,0.034440342,0.029212661,0.011276857,0.022858599,0.035869576,0.11463701,0,0.011276857,0,0,0,0,0,0,0.047948055,0.005638429,0,2.3616621,0.005638429,0,0,0,0,0.005638429,0,0,0.019072546,0.038145091,0.011276857,0.011956525,0.69515556,0.016334055,0.21710114,0.035632413,0.19173883,0.046433989,0.29401001,0.084585741
chhota udaipur,54712120,0.050660767,0.10428791,0.11230227,0.044705614,0.077345148,0.75422227,0.091201514,0.081093751,0.077496924,0.088824816,0.13012016,0.3431288,0.010867172,0.043819357,0,0,0.0291111,0.04366665,0.15872218,0.0291111,0.21899444,0.021909678,0.01455555,3.5656965,0,0,0,0.006688865,0.006742638,0.013431503,0.033510145,0.06702029,0.14359236,0.23866978,0.025170565,0.005677682,0.91939443,0.18733153,0.2212005,0.02506304,0.1046349,0.097220637,0.19983996,0.10626327
devbhumi dwarka,48865468,0.067670099,0.12772191,0.072593205,0.057449833,0.12933716,0.60501689,0.12392224,0.084760919,0.10951111,0.050224733,0.053146653,0.32754529,0,0,0,0,0.019154835,0,0.089632578,0.019154835,0.1362377,0,0.009577418,0.70821857,0.005572995,0,0,0,0,0.005572995,0,0,0.058502909,0.086120732,0.10025971,0.004163779,0.64756328,0.10067476,0.16179127,0.060922448,0.093244515,0.04119318,0.11979636,0.12806907
gir somnath,72964000,0.052396785,0.028440984,0.037927348,0.019641357,0.068575382,0.57896829,0.025543144,0.007985034,0.047458474,0.032508291,0.085608646,0.11062812,0.055443507,0.03947344,0,0,0,0,0.070771135,0,0.056881338,0.01973672,0,0.1188809,0.027721753,0.007985034,0,0.007985034,0,0.027721753,0,0,0.11521485,0.20191202,0,0,0.73671561,0.044148911,0.081866115,0.034446165,0.083563678,0.086842947,0.26209295,0.030156462
jamnagar,75020728,0.08372286,0.1961081,0.098664694,0.026939461,0.24889548,0.82820374,0.10976877,0.033016741,0.074752584,0.074831508,0.21540961,0.18539435,0.030557515,0.12945215,0,0,0,0.011005572,0.16675672,0.011005572,0.12421315,0.067477472,0.011005572,0.34075356,0.065955706,0,0,0.011005585,0.037377112,0.065955706,0.030381311,0.060762621,0.013484113,0.026968226,0.049757022,0,0.73375684,0.10184254,0.19613202,0.016508371,0.13088706,0.065026134,0.24469297,0.17495722
junagadh,108260432,0.16527732,0.14888752,0.11268554,0.19068129,0.23224624,0.49924389,0.018379698,0,0,0.009189849,0.026485262,0.026485262,0.025658054,0.011581757,0,0,0.013173603,0,0.011581757,0,0.026071658,0.005790879,0.006586802,0.59190452,0,0,0,0,0,0,0.005790879,0.011581757,0.0478631,0.083679527,0.028821113,0,0.78398025,0.082502186,0.23702417,0.22435683,0.24561664,0.023409652,0.1333442,0.18743137
kheda,118656736,0.24346292,0.24058026,0.4091976,0.35037038,0.24436171,0.95583385,0.16568419,0.027825711,0.10428967,0.092744097,0.13224651,0.1922107,0.023251727,0.084087029,0,0.007750575,0.00616228,0.024649119,0.090071633,0.060835298,0.13904446,0.038168225,0.036579929,5.0804172,0.045613434,0.007750575,0,0,0,0.045613434,0.033931542,0.067863084,0.08227732,0.15169132,0.01232456,0.036665902,0.82855421,0.17642212,0.33643359,0.14020242,0.23005649,0.14400816,0.32158715,0.15185356
mahisagar,53034952,0.092733823,0.16969213,0.11997328,0.071071222,0.13888444,1.1240463,0.2139107,0.072695985,0.16597536,0.19705813,0.13266253,0.3337625,0.047231853,0.12431662,0,0,0.071365334,0.037586834,0.21150857,0.096729621,0.17846799,0.052052278,0.069051877,2.9000154,0.02056095,0.007595632,0,0.007595632,0.023364214,0.043925166,0.067037433,0.1201409,0.058390606,0.092536636,0.065085039,0.007884291,0.74899286,0.051107146,0.40553612,0.063047953,0.20272991,0.078199372,0.20766228,0.16687067
morbi,58224096,0.22945879,0.2352339,0.21046783,0.15037222,0.30733687,1.0837826,0.26264203,0.059202138,0.17401831,0.1768823,0.29946542,0.46732605,0.099201903,0.15579122,0,0,0.070114546,0.01549374,0.40708521,0.010450141,0.27816197,0.064672366,0.049082704,1.1517731,0.10251547,0.037075009,0,0.016081331,0.029064067,0.14289914,0.038558882,0.044955101,0.039082117,0.039560046,0.096277393,0.005514882,0.67687768,0.38418093,0.25111017,0.061051819,0.18178283,0.14565302,0.31485572,0.21756704
panch mahals,105470704,0.15248145,0.19166194,0.14279959,0.049701471,0.13938501,0.63131148,0.21427664,0.05170412,0.082760267,0.13009195,0.22540455,0.61493516,0.051494908,0.2096867,0.10678438,0,0.12937275,0.076933116,0.11910121,0.086787604,0.30062494,0.11634397,0.067351148,2.9767437,0.04143779,0.005942465,0,0.005942465,0,0.04143779,0.063552082,0.094904736,0.09595681,0.12783487,0.011219949,0.051209662,0.79819191,0.066081911,0.18407294,0.03939401,0.052107625,0.056306563,0.21353695,0.085893407
rajkot,149344624,0.078499086,0.10065777,0.081423394,0.048807837,0.068019673,0.31048134,0,0.008105855,0,0.004052928,0,0.008105855,0,0,0,0,0,0,0,0,0.004052928,0,0,0.024317568,0,0,0,0,0,0,0.004052928,0.008105855,0.008105855,0.016211711,0,0,0.77657342,0.02172064,0.064995728,0.025836183,0.040368523,0.036315598,0.11967799,0.023287306
sabar kantha,68978536,0.17933075,0.22004794,0.17545775,0.11092142,0.15757769,1.1008638,0.19661792,0.041477539,0.093839072,0.1358867,0.23459555,0.40271804,0.05537279,0.15249063,0.04042872,0,0.079424389,0.013460825,0.085554786,0.059014067,0.19438896,0.069290832,0.055981833,3.7164114,0.043507896,0,0,0,0,0.043507896,0.020241572,0.040483143,0.13004076,0.23894149,0,0.013237393,0.81629741,0.32002857,0.31071225,0.057863291,0.18645705,0.12000849,0.27386269,0.1519601
surendranagar,76994328,0.13268799,0.23350661,0.18771237,0.37629402,0.21409683,0.58871371,0.12230983,0.049175128,0.077985682,0.091821998,0.11478487,0.12414128,0.030303324,0.048578642,0.035378061,0,0.034558833,0,0.02848402,0,0.096995167,0.031597469,0.017279416,0.7826612,0.014616298,0,0,0,0,0.014616298,0.017310821,0.034621641,0,0,0.025350049,0,0.76847982,0.12948909,0.12523961,0.026712526,0.13018878,0.047397334,0.13722573,0.12194972
vadodara,143857040,0.12460712,0.16737014,0.15495995,0.064355865,0.13406095,0.62761486,0.11703095,0.03695897,0.055954967,0.058515474,0.080174997,0.17914645,0.026925856,0.052767206,0,0,0.048006564,0.031660002,0.053530358,0.031660002,0.092944391,0.026383603,0.039833281,0.25385797,0.015830001,0,0,0,0,0.015830001,0.038320553,0.0449811,0.051408254,0.071473882,0.063319989,0,0.75603414,0.40422875,0.15135404,0.057744175,0.096623532,0.03092042,0.1580147,0.13295799
bhiwani,109003576,0.1407468,0.16927741,0.16970237,0.27581084,0.23105414,0.59576988,0.082917497,0.02228459,0.061899785,0.064110868,0.074565865,0.27001145,0.078966916,0.095912926,0.017067129,0,0.012486526,0,0.080351576,0,0.13171671,0.03950052,0.006243263,5.084796,0.011412213,0,0,0.00572317,0,0.011412213,0.045617513,0.091235027,0.16983113,0.29354548,0.094219312,0,0.82410741,0.30769011,0.1483188,0.11620057,0.121232,0.11137683,0.11613254,0.17214048
charkhi dadri,37443724,0.070034623,0.060786154,0.15555504,0.12639852,0.024200985,0.37748292,0.094709545,0,0.016017798,0.047354773,0,0.16553885,0.016017798,0,0,0,0,0,0.023760777,0,0.075388871,0,0,0.88695294,0,0,0,0,0,0,0.006968698,0.013937396,0.15059739,0.2801595,0.077693179,0,0.74028021,0.19514561,0.10748282,0.015584828,0.11773404,0.030524688,0.025976343,0.080180191
agar malwa,29230252,0.18255885,0.10934049,0.25573289,0.065529168,0.24997325,1.3124419,0.009601251,0.032848056,0.10028706,0.054565899,0.10028706,0.3090173,0.13086559,0.088416278,0.088416278,0.088416278,0,0,0.075034045,0,0.18318094,0.044208139,0,2.2779341,0.011623403,0,0,0,0,0.011623403,0,0,0.039225459,0.058564737,0,0,0.78904164,0.40392491,0.31461,0.099930681,0.29096484,0.066189304,0.10589081,0.4348563
shajapur,62638520,0.36727431,0.40876755,0.3925882,0.19426863,0.14432858,0.92371631,0.14807598,0.21525533,0.16499048,0.17161629,0.28945485,0.59313852,0.25988254,0.24105316,0.11722513,0,0.16121511,0.068860628,0.29211798,0.11461784,0.27557305,0.10289515,0.079866476,2.7557862,0.098112486,0.038499475,0,0.018780233,0,0.098112486,0.067494906,0.084300682,0.18660955,0.27465549,0.019213609,0,0.75730866,0.3777515,0.24816582,0.080358319,0.17227875,0.14648886,0.15878309,0.11764152
palghar,89768464,0.059518762,0.19494289,0.10387115,0.073460221,0.084189922,0.42183197,0.16469587,0.058515247,0.13891262,0.1157755,0.24328066,0.25449121,0.066568576,0.088499755,0,0,0.082989514,0.04861002,0.10449969,0.10806932,0.14854056,0.054913796,0.088997602,1.4257797,0.043948207,0,0,0.022620371,0,0.043948207,0.021327835,0.021327835,0.17964773,0.29499891,0.021639459,0.043948207,0.70006114,0.30761287,0.10246318,0.068789512,0.091798782,0.057259765,0.045560133,0.055960622
thane,229851728,0.083392337,0.15200034,0.11776868,0.08424215,0.044177722,0.69419849,0.23195823,0.059786323,0.068240784,0.096909441,0.12700631,0.17528667,0.12700631,0.12062201,0.038101174,0,0.083638407,0.050801568,0.1475715,0.083638407,0.095314905,0.054147072,0.041819204,3.8446162,0.063503154,0.034384344,0,0,0.012700392,0.063503154,0.012700392,0.025400784,0.18434604,0.31140369,0,0.045208845,0.78448647,0.21198197,0.22573714,0.10391872,0.12302007,0.097173393,0.073630966,0.070718199
east garo hills,84456392,0.89983338,1.2988684,1.0433687,0.69308817,1.0278627,0.95139515,0.034488522,0.075931467,0.24246466,0.12878375,0.13057765,0.20523894,0.11482366,0,0,0,0.16465415,0,0.10472358,0.011485809,0.15533131,0,0.085788667,4.2514086,0.010455313,0.031299148,0,0.026655141,0.005049872,0.073459469,0.01840898,0.03681796,0.36257508,0.63689041,0.065284222,0.020912236,0.77245659,1.172217,0.79478842,0.29993212,0.15647545,0.17413628,0.41405964,0.46036819
east jantia hills,65076676,0.21359353,0.29194945,0.27978235,0.50360817,0.19036222,0.7964015,0.11232882,0.1783547,0.24025811,0.16311283,0.14804059,0.26691088,0.11483535,0.13742082,0.055504419,0.049310185,0.11969052,0.11363792,0.10376066,0.035782728,0.1513395,0.078832701,0.082447402,3.9858317,0.060295582,0.045826972,0,0.01236924,0.007541734,0.064836636,0.055384204,0.045393806,0.36982545,0.56872433,0.022344442,0.016912019,0.79023355,0.57994384,0.24037525,0.12742923,0.097179085,0.075602062,0.28567076,0.22533859
