district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents,m_mean_age,m_mean_yrs_edu,m_literacy_rate,m_urban_share,m_pct_sc,m_pct_st,m_pct_obc,m_pct_general,m_mean_wealth_idx,m_mean_hh_size,m_pct_married,m_pct_owns_mobile,m_pct_uses_internet,m_pct_currently_working,m_n_respondents
lower dibang valley,34.54545593,arunachal pradesh,5.6400375,30.676708,1.7491424,8.5309114,82.567596,23.274483,69.075592,0.33881944,7.2250443,-39376.05803,2.7525995,20.262627,79.737373,4.6303973,64.959618,3.1486068,86.934685,27.272181,33.71018094,34.520554,8.760767,97.481544,16.46174,24.710318,74.479385,0.81029421,0.0,-242004.36,4.7336049,64.008484,92.574722,0.0,50.700897,2.883151978
lower subansiri,6.951871395,arunachal pradesh,9.7642975,30.98118,1.7063681,8.2831221,79.137238,5.6869397,92.95517,0.89527702,0.35447931,63323.32933,2.8623195,5.7605562,94.239441,4.1598091,62.271523,4.1179085,85.058365,26.849005,36.03047695,33.432919,9.2925119,85.779434,4.9315348,3.4744587,89.753311,6.7722311,0.0,-105109.27,3.9598486,61.334496,94.822662,0.0,57.328529,2.250191994
lucknow,19.39655304,uttar pradesh,30.457939,30.662622,1.8578972,9.1976671,83.474335,31.375753,0.32859835,29.338062,38.623669,575796.9778,3.6505446,65.438461,34.561543,5.9113436,66.494865,3.5204244,57.658638,37.776409,2742.027962,32.268631,9.0307636,87.436256,64.656769,24.962242,0.0,43.823643,31.214115,451186.59,6.256464,58.150112,88.116577,0.0,74.029335,198.5233143
ludhiana,18.33333397,punjab,23.120697,31.575539,1.9144534,9.7104177,87.750229,48.370922,0.22491199,33.404442,16.768965,1183669.588,4.4471941,56.88446,43.115536,5.2967219,70.608475,3.9769616,70.982887,36.790241,1752.223272,30.980423,9.3990383,89.394936,62.78643,47.979137,0.0,19.643917,32.376945,1173850.5,5.0424919,52.387192,94.103584,0.0,78.241905,163.0859838
lunglei,30.33472824,mizoram,15.376968,31.387934,1.8816696,8.8669748,92.309662,5.9614062,89.641037,0.0,3.0904489,354641.7902,3.3242261,44.101074,55.898922,4.7527013,52.109295,9.2835388,75.848839,39.868248,84.11685282,34.51086,9.3533258,94.345871,45.409073,4.7775397,95.222458,0.0,0.0,301689.75,4.611506,56.460278,91.225807,0.0,73.713882,16.57572832
madhepura,12.08791256,bihar,44.754066,28.308264,1.0380419,4.6276345,58.618076,21.38312,2.6697135,9.4751873,65.362328,-1042869.694,1.4417512,4.2950912,95.70491,5.8429065,81.296059,1.4110819,48.032005,27.582434,1132.472041,30.543894,7.3804927,75.482353,3.7014854,16.860098,3.2779586,71.499962,8.3619852,-1070290.0,6.2803683,70.426331,92.786072,0.0,52.843803,193.6300023
madhubani,2.0,bihar,27.361954,28.588676,1.1164955,5.2482362,57.293491,20.803194,5.9597807,19.916697,53.320332,-713195.259,1.793191,3.4188919,96.581108,5.4459147,76.091675,2.4204793,58.749603,26.292923,2480.603262,31.558693,7.5788198,70.377983,5.0217843,16.546701,2.7666614,63.357925,17.328712,-589509.5,5.7235651,67.978462,86.111557,0.0,68.004784,318.0637
madurai,30.2798996,tamil nadu,13.587135,31.735516,2.0028474,9.8999071,92.608307,19.139402,2.1040118,5.3009286,72.863243,731027.0263,3.8481996,59.52232,40.47768,4.0598187,69.277222,7.2240157,83.199463,51.716179,1991.957812,33.574055,10.1369,91.253311,54.604237,19.576115,1.6470566,78.776833,0.0,738689.81,4.4433527,59.932648,96.786598,0.0,80.046204,130.3787598
mahabubabad,,telangana,50.807945,32.345413,1.2368679,5.9235811,60.25259,20.903927,36.991653,3.3083458,38.796074,122734.678,2.9482028,9.824707,90.175293,4.3489623,74.450203,9.2486925,42.285858,35.039627,516.7995252,33.654499,7.0693917,68.198166,13.05408,25.210384,41.1273,32.08783,1.5744861,41031.324,4.0730605,67.126205,93.093803,0.0,71.059258,101.5459578
mahabubnagar,30.06992912,telangana,43.059284,30.922508,1.2252589,6.0146546,57.10004,17.78907,8.3925056,7.4666491,66.242531,359388.617,3.274332,21.019241,78.980759,4.8779864,73.517349,10.611555,50.128002,28.979582,795.2267964,32.788654,8.1033802,73.039551,16.232536,22.745476,0.0,75.586227,1.668295,419487.41,5.0469241,70.982735,93.187286,0.0,84.669991,150.215448
mahamaya nagar,7.633587837,uttar pradesh,39.97805,28.973658,1.4696192,7.1688671,70.49852,25.887568,1.5296034,23.958748,47.103901,117164.473,2.9537544,22.454012,77.54599,6.0903931,69.559326,3.430362,43.232407,34.33831,904.1226322,30.386209,9.1985264,77.316025,20.987654,33.178574,0.0,30.171799,36.649628,278577.53,5.7651935,57.878922,83.210457,0.0,67.469116,51.67106235
mahasamund,49.25373077,chhattisgarh,53.358517,30.256556,1.4435147,6.8237457,76.606857,15.747817,25.510496,1.7257905,57.015896,-237481.9293,2.4626255,12.697283,87.302719,5.4254065,66.726166,4.9777431,36.771954,17.93301,681.6515532,31.92523,8.5381165,82.343521,17.864412,14.144224,28.255732,56.48592,1.1141226,-67567.188,5.1348977,62.793701,90.13047,0.0,72.090141,45.89455855
mahe,,puducherry,3.0255356,32.973541,2.4307914,12.581805,99.79332,1.1796743,0.11084089,7.2374821,91.365898,1430363.494,4.8347597,100.0,0.0,4.9363275,69.143555,2.8261395,93.305313,45.216187,19.80822397,35.581768,12.055006,99.060944,100.0,0.71405929,0.0,90.648857,8.6370831,1326077.5,5.1241298,52.674961,96.330849,0.0,76.543442,1.415779005
mahendragarh,3.658536434,haryana,31.253593,30.783144,1.8282874,9.0361176,84.657478,27.092117,0.8591339,29.626194,41.978855,736881.3238,3.840677,13.268956,86.731049,5.4681978,77.291527,2.5689623,57.963745,32.486736,479.4955454,30.971891,10.565167,94.974586,12.634571,24.331894,0.0,34.438499,41.22961,702205.06,5.4169869,58.027775,89.217339,0.0,66.230736,36.46623379
mahesana,16.66666794,gujarat,46.335552,30.897804,1.55276,7.103797,78.335014,9.2801666,4.1267967,14.958692,70.545105,244055.5464,3.1796451,31.716797,68.283203,5.5754218,74.563042,4.0033002,46.9482,45.153667,1218.799569,31.950163,10.510403,94.515762,24.400885,23.697071,0.0,50.088573,26.214357,455899.31,5.0716114,53.455933,93.283752,0.0,77.965218,286.6168102
mahisagar,,gujarat,46.755112,32.20697,1.4963,7.0787439,73.442284,8.2078133,30.992741,8.7916451,52.007801,-258623.9661,2.4209905,10.094709,89.905289,5.6600428,80.126266,4.104198,33.000191,41.25956,530.52512,32.997044,9.2116051,89.48127,8.7808075,2.3142443,51.99905,37.171635,8.5150681,-403859.03,5.8402362,70.240005,79.755302,0.0,72.459503,133.4179914
mahoba,23.65591431,uttar pradesh,52.972347,28.968023,1.4337344,6.8018041,71.507797,30.208487,0.42884597,13.411662,55.951004,-238237.3215,2.4620104,21.674292,78.325706,6.5777817,66.256798,2.8121185,35.809597,25.478298,556.0840179,31.204412,8.123991,70.749725,19.516008,30.984371,0.0,60.590164,8.4254589,-321406.03,6.299612,58.36916,88.781944,0.0,76.542824,41.86594725
mahrajganj,6.696428299,uttar pradesh,34.841339,28.661957,1.3078235,6.353622,65.554535,26.375216,0.7013641,8.727046,64.196373,-151232.9843,2.5485444,6.1676641,93.832336,6.3830509,70.759109,1.8801192,56.958694,19.384769,1615.65497,29.021547,8.6298475,88.659874,4.7061944,27.24069,0.86255652,67.028625,4.8681273,-121112.82,6.163919,59.997749,91.800034,0.0,67.871773,72.17857617
mainpuri,2.118644238,uttar pradesh,28.400822,28.658194,1.713021,8.3683949,81.144554,23.695574,0.077363275,13.774148,62.293209,-8689.934857,2.7660098,19.564629,80.435371,6.1216598,65.839005,4.0168266,51.735073,33.224464,1039.489301,30.299839,9.5356827,83.140305,20.569178,15.441379,0.0,63.163746,21.394876,97821.727,5.4837818,59.233387,80.135895,0.0,65.944252,62.4310775
majuli,,assam,28.714401,30.68869,1.7268543,8.2517872,86.181839,14.827439,44.140156,14.824661,26.207745,-707160.6364,1.7998521,0.0,100.0,5.177371,74.418411,2.9921391,58.536972,17.218695,92.07653488,34.206638,9.3070269,88.196442,0.0,11.379667,43.281799,34.780437,10.558096,-603050.31,5.1927209,71.078583,87.251373,0.0,80.079613,18.76322406
malappuram,10.93000984,kerala,11.828835,31.980419,2.1660728,10.737009,99.711678,8.9672575,0.20074385,14.932171,75.065765,898544.6876,4.1009178,50.863468,49.136528,4.9819808,77.079597,4.3092971,86.616638,51.503963,2451.359781,34.30405,10.193575,99.296906,43.718018,12.523254,0.7389459,76.402077,10.335722,819825.44,5.0502982,62.698589,98.445473,0.0,75.447945,490.9338114
maldah,19.81424141,west bengal,50.331509,29.920122,1.3612831,6.2543077,73.32354,41.212246,5.4288487,27.906046,15.778871,-444021.2176,2.1416385,12.70794,87.292061,4.9369988,77.521408,5.456007,37.722652,24.90486,2684.722507,32.126907,6.6064973,72.464874,11.368631,65.886475,15.58583,9.7745676,5.8101869,-614379.94,4.72121,63.98616,88.054161,0.0,83.903824,487.2486939
malkangiri,30.84112167,odisha,34.331753,30.135571,0.83006823,3.6772316,45.107891,23.018503,62.865414,7.1786561,6.9374309,-932308.3919,1.7108759,8.0363331,91.963669,5.2652698,71.364197,6.7003636,33.019611,22.01144,383.2718499,32.974941,4.9091382,56.154816,7.9540105,24.938587,61.857353,5.6412582,7.5627985,-929294.69,5.3326015,72.0084,67.351364,0.0,72.417877,21.38430704
mamit,35.33834457,mizoram,25.40744,31.432388,1.7896421,8.2341433,91.415649,2.4883525,94.998199,0.0,2.5134482,154698.7208,3.0017259,23.62388,76.376114,4.6462703,62.977028,7.4261112,71.452507,43.435497,43.94023583,32.188068,8.3892784,94.698944,16.635233,1.4889932,97.86795,0.64306015,0.0,10777.905,4.609386,56.838005,96.859947,0.0,78.418747,9.903738916
mancherial,,telangana,42.425163,31.922813,1.5698625,7.6552658,72.130943,26.747604,6.4651308,7.7046027,57.865364,311535.4255,3.2333543,44.05825,55.94175,4.0349894,70.257805,8.1942043,56.842117,39.584778,442.44271,31.757032,9.1560898,82.325562,54.794926,22.546955,13.453402,53.086823,10.912821,408479.28,4.353919,58.883087,99.267281,0.0,72.047668,97.28934506
mandi,57.90753937,himachal pradesh,12.34729,32.566071,2.0578713,10.685595,94.273544,26.969543,0.6598829,70.671776,1.5720557,577474.2012,3.6000638,11.075159,88.924843,4.9604645,79.164612,3.2248714,85.434113,51.98497,565.5405114,33.643486,11.828588,96.661537,14.978391,25.789877,0.0,3.1893802,71.020737,500548.47,4.2819753,59.204292,97.781403,0.0,61.203522,109.5436813
mandla,33.66336441,madhya pradesh,51.111607,31.139475,1.476293,6.9156108,76.652542,7.123755,53.393753,4.8176899,34.403381,-560116.8096,2.0978248,12.168756,87.831238,5.0158172,71.156487,4.9082813,31.145763,21.444494,627.1426472,32.731735,8.8781538,89.152863,12.803388,5.5955553,53.072285,39.793598,1.5385592,-420840.97,4.7757788,66.223816,82.25737,0.0,70.893852,43.35081978
mandsaur,32.74336243,madhya pradesh,58.995941,30.58342,1.338518,6.1258192,72.796532,20.619658,5.257288,19.812807,54.185074,134353.6119,2.9549539,18.422581,81.577423,5.5768785,75.960907,4.5417609,33.207108,42.890347,856.8818988,31.589516,8.6166868,87.464142,22.975828,25.543344,6.0773759,52.248444,16.130836,141759.77,5.322814,64.690338,92.203049,0.0,86.809715,68.91910237
mandya,18.75,karnataka,22.477898,33.039272,1.7232189,8.373807,81.673782,20.395353,3.4622605,7.7120328,68.430351,371507.3921,3.3176603,22.367443,77.632561,4.4010377,71.274933,10.146397,73.304039,46.145256,995.1601307,34.173717,8.3742056,87.994781,25.728142,16.862677,14.275416,65.45504,3.4068716,348065.38,4.5099139,57.800365,95.781937,0.0,80.15564,233.0770704
mansa,6.761565685,punjab,54.047588,31.113731,1.4280629,6.937408,72.264763,42.795303,0.61244524,41.464493,10.320403,851107.6154,4.0137572,24.669283,75.330719,5.764842,70.221207,4.907023,36.145573,31.334194,458.9358872,31.242453,8.0185242,76.343201,19.824381,42.842438,1.2492292,10.332335,42.017113,850843.81,5.4744091,63.558777,90.193161,0.0,82.064384,30.60158996
mathura,5.813953876,uttar pradesh,51.671654,29.002476,1.4522017,6.914906,73.137093,21.87709,0.26082039,33.842979,43.668411,390631.4223,3.34866,32.219078,67.780922,6.6834998,72.214752,4.0804853,32.48671,34.232994,1446.695655,30.516148,9.8848801,86.774063,36.454189,25.138086,0.0,47.890999,26.970917,296594.03,6.8638258,55.41637,84.158363,0.0,66.094681,114.7955058
mau,14.59853935,uttar pradesh,29.034,28.601748,1.691379,8.5253448,76.068153,28.355404,2.2261314,10.838831,58.427284,-28225.68291,2.7446299,29.142015,70.857986,6.6283569,60.339153,2.0702758,61.394947,28.386333,1261.712468,29.363194,10.585859,89.406723,32.162247,34.018597,2.5682669,51.841717,11.571419,53574.516,6.8160768,49.978382,90.428947,0.0,52.522682,84.19082126
mayurbhanj,36.31578827,odisha,42.045322,30.758905,1.3236266,5.9871635,68.236786,12.472586,59.371536,11.139838,16.01643,-1026151.465,1.5834149,9.2861576,90.713844,4.7091651,75.471565,6.4465871,41.871349,9.9917631,1433.916109,31.883188,6.7238722,70.232338,6.8117461,11.714334,59.133465,19.486404,9.6657963,-1073402.5,4.410418,67.581131,83.916672,0.0,70.761826,87.8584435
medak,62.29507828,telangana,43.827106,31.077845,1.2110412,5.8870158,58.436768,31.263655,4.534421,6.0636749,55.51688,-51147.50502,2.647666,8.7095861,91.290413,4.7925596,75.244072,7.2772255,49.963665,27.843317,400.7893477,32.635151,7.7029228,83.291962,9.2574787,22.510183,1.4897254,72.238365,3.7617326,-68053.688,4.4276242,66.551575,93.790771,0.0,79.410568,88.69131643
medchal-malkajgiri,,telangana,14.362976,31.272259,1.7657598,8.8379555,79.000923,15.605612,3.0012271,14.200655,67.192505,1073967.218,4.3107276,69.757828,30.242167,4.352263,72.237671,6.3357463,81.68396,40.388226,303.3473509,31.461159,9.4684353,81.502487,55.601086,13.179008,7.2867012,60.20462,19.32967,1004889.5,4.0606046,58.902122,96.046936,0.0,85.448822,75.85019404
meerut,4.472843647,uttar pradesh,34.158875,29.647102,1.70617,8.4837503,79.059891,26.850983,0.83361876,26.737272,45.429565,919457.1659,4.1139126,57.141132,42.858868,6.4365983,66.769196,3.5538056,55.511528,39.296635,2269.753718,29.740385,9.7988873,82.667625,54.431873,18.680172,0.50938821,63.566185,17.244255,994213.75,6.2554889,54.710316,89.670403,0.0,60.981304,143.2492972
mewat,3.112840414,haryana,65.25145,27.827414,0.87434608,3.952662,48.841377,13.68881,1.3047471,25.171638,58.166386,112933.4278,2.9605091,12.039356,87.96064,6.8516822,70.903221,2.8007748,27.152058,32.685951,514.7585115,28.470032,7.3579178,72.296097,15.128067,24.955717,0.80630255,48.035007,24.808374,172722.73,5.9932399,58.660759,92.403511,0.0,61.374645,35.58348808
mirzapur,16.53543282,uttar pradesh,42.583057,29.54343,1.5669782,7.7482867,74.116478,26.18635,2.1382401,23.056776,48.618637,-130694.0186,2.6385479,17.331133,82.668861,6.7048669,71.054878,1.8861756,49.601589,28.662476,1382.359054,31.412176,9.7818499,90.203552,24.397411,16.785192,1.8821795,59.589684,21.742941,-61116.555,6.090342,63.012802,92.184647,0.0,56.627129,90.27428514
moga,11.66666698,punjab,34.959251,31.414068,1.5643736,7.7107787,78.853767,52.414162,0.55729866,34.053394,12.228525,1046242.062,4.2423735,24.335451,75.664551,5.569551,70.332474,3.5035472,59.775627,29.3564,562.8974568,31.644081,8.380024,88.420883,20.332067,66.257851,0.0,7.1848502,25.938335,1035654.4,5.045836,59.881115,94.734879,0.0,78.46579,46.28516831
mokokchung,39.27125549,nagaland,10.829323,32.037895,2.0479662,9.8906116,95.789268,0.74239707,98.341621,0.14667961,0.66267669,4101.336674,2.771287,27.593983,72.406021,4.0486212,55.286663,4.6200371,89.170677,71.129402,74.96621704,36.134171,9.9495392,92.545853,28.588924,0.0,96.692757,2.6989024,0.0,-29566.566,3.9369102,47.415482,100.0,0.0,67.229942,14.24752806
mon,29.77528,nagaland,15.124176,31.417929,1.5928893,6.9786587,88.156815,0.071849369,99.758492,0.0,0.0,-738834.5766,1.667587,20.03306,79.966942,3.8549962,60.312241,3.8705013,75.660751,48.453556,78.12869214,34.665699,7.7414241,82.746544,19.200747,0.0,99.130371,0.0,0.0,-711245.63,3.6719074,60.383862,90.784927,0.0,80.769211,17.57267022
moradabad,2.597402573,uttar pradesh,42.290501,28.455233,1.4995952,7.4487057,71.725494,26.086107,1.2238151,25.934196,46.484249,479192.5515,3.4898803,38.289448,61.710548,5.9684677,63.939201,2.2758813,42.658535,38.33107,1874.202466,28.959002,8.4992256,80.840065,40.438686,29.87928,0.0,48.936485,21.184233,480708.59,5.7047067,52.539207,84.949036,0.0,68.339615,108.8775778
morbi,,gujarat,39.443787,30.770666,1.7194623,7.8496552,83.439484,11.729671,1.2412488,27.842348,59.186733,809210.7329,3.9565864,35.269608,64.730392,5.9216089,72.03717,1.9339159,55.005402,47.060574,545.0390637,32.242138,9.2541628,84.447166,36.450436,11.847573,0.4864946,64.214828,23.451101,803983.19,5.713088,68.040649,94.449188,0.0,79.740593,127.7205621
morena,3.191489458,madhya pradesh,38.293213,29.363541,1.4260454,6.5483146,72.369614,18.200304,1.1095638,26.87113,52.770771,94571.97756,2.9076297,30.490143,69.509857,6.1933813,75.304802,2.2982085,43.861343,24.273737,975.4545285,30.969313,8.8479462,83.845482,21.014561,11.100334,0.0,57.661335,29.427368,121424.38,6.0290046,61.114376,82.154556,0.0,75.714645,60.68414247
morigaon,13.19444466,assam,31.595535,30.104465,1.5657142,7.0066724,83.913712,36.015579,20.285746,18.995909,24.702766,-574066.9014,1.9533991,9.1523056,90.847694,5.0305681,78.023499,4.8986287,52.747124,13.945987,573.6540267,33.203495,6.8708501,74.348358,5.5312514,35.874168,17.755198,25.590103,20.780529,-593531.88,4.5610051,67.655045,84.342659,0.0,82.785965,109.6784029
muktsar,13.65853691,punjab,43.389877,31.373558,1.529972,7.4282012,76.081497,56.053238,0.51368916,32.92662,10.130726,966395.5528,4.11514,27.909624,72.090378,5.5101786,71.664169,3.0467219,46.696617,47.913105,520.6625399,32.946686,8.2556963,80.865036,32.598747,53.017056,0.0,11.929851,35.053097,1062401.8,5.3763633,65.269417,90.086494,0.0,79.540558,40.38471013
mumbai,,maharashtra,22.873283,32.136333,2.2535853,11.301072,95.929291,13.557148,1.1342702,58.203274,26.167324,1222114.075,4.4379959,100.0,0.0,4.6688046,67.751457,2.6799853,76.350853,50.482624,1899.987612,32.717869,11.193064,96.33268,100.0,18.492119,1.9855164,27.739805,51.782562,926770.69,4.6698723,59.606068,99.224136,0.0,83.328148,489.0426531
mumbai suburban,,maharashtra,14.851387,31.915775,2.1326499,10.535807,92.285065,14.468101,1.2052355,64.025749,15.600692,1049352.048,4.2548523,100.0,0.0,4.9134731,68.039284,3.24931,84.227913,41.659184,5473.883192,32.838924,11.385629,92.555428,100.0,13.357952,4.1445785,41.432915,41.064556,1027296.1,4.5418763,57.903774,99.0793,0.0,80.079224,1373.108185
mungeli,40.44943619,chhattisgarh,52.934067,29.589947,1.3918916,6.6379075,71.512131,34.151714,14.087245,2.6173446,49.143696,-258902.6022,2.4050741,10.849116,89.150879,5.5837655,66.196404,4.1596923,29.133543,16.97719,439.0179533,32.353413,8.0004864,78.688934,8.2284422,45.293056,13.12191,35.12627,6.4587603,-200206.91,4.9678755,64.650345,82.067612,0.0,73.038826,24.01821607
munger,9.126984596,bihar,37.627884,29.382792,1.5197035,7.4577813,72.902122,16.44767,3.2173316,20.958191,58.63945,-30335.90788,2.755054,36.332912,63.667088,5.9203916,76.124863,2.9975972,54.732872,30.471191,841.5365831,28.92223,8.2873821,77.270943,40.675217,9.438097,6.0848722,60.419392,22.437416,-47475.602,6.5587778,50.93045,92.360756,0.0,58.689671,174.2106609
murshidabad,21.66212463,west bengal,50.669464,29.634407,1.3933009,6.1657805,76.755775,18.239563,4.300837,57.123478,18.704899,-548425.3169,2.0151134,22.649862,77.350143,5.0473738,79.590973,4.5631657,30.824152,18.425835,5116.030679,32.603733,5.6955838,69.535286,16.772982,22.323761,1.0321214,20.002733,55.894123,-770615.69,5.2110696,70.797173,81.493614,0.0,80.641731,1086.800058
muzaffarnagar,10.36269474,uttar pradesh,47.695766,29.477455,1.5670335,7.6378779,73.984978,20.802784,0.28286529,24.08699,54.024803,722558.8054,3.845891,30.110962,69.889038,6.4245753,65.981277,2.403374,40.610416,43.191696,1652.79642,30.316626,9.0429335,84.947044,37.97155,19.170294,0.46961546,59.535938,20.82415,756973.25,6.084938,56.887905,88.306183,0.0,76.76004,121.003891
muzaffarpur,3.085299492,bihar,46.472099,28.813761,1.3691294,6.4846253,67.985229,24.9765,1.9011037,20.353951,52.051567,-447811.8064,2.1656663,15.608422,84.391579,5.7768579,75.724892,1.4608713,50.849182,23.279589,3154.712368,29.795998,7.9419875,79.696899,19.401062,35.341949,0.97784978,53.643841,10.036355,-531187.13,5.5752301,63.159554,97.321281,0.0,64.880646,512.967145
mysore,25.73221588,karnataka,43.138763,31.744455,1.6762881,8.1948271,80.576698,24.73258,9.0331278,7.9660459,58.136814,572962.0875,3.6067314,53.671448,46.328552,4.9854622,72.166321,5.8784204,47.286423,44.127346,2299.574936,35.640163,8.6718788,78.55703,45.819595,25.852711,6.4410014,63.252525,4.4537635,455274.69,4.5485835,68.323395,90.425186,0.0,87.302849,458.1531055
nabarangapur,33.46613693,odisha,52.151611,29.630133,0.85835689,3.8323047,48.918419,17.899677,63.372959,4.5185661,14.208797,-948806.0701,1.5873049,7.0725083,92.92749,5.2115111,73.081985,5.8211493,27.894644,23.529718,741.0022234,32.225079,6.1647396,73.185387,7.5162611,29.635059,53.456951,15.479387,1.428604,-761107.94,5.490232,69.619652,80.046257,0.0,80.710091,49.81527406
nadia,20.17937088,west bengal,40.544777,31.801559,1.5345726,6.8754215,81.773903,47.330811,2.275476,31.488323,15.835847,-316636.789,2.3389225,27.861872,72.13813,4.4176826,81.355118,4.0676246,42.950676,30.547205,3446.029856,33.183872,7.227509,76.992065,27.88159,32.027538,3.1875238,38.27573,22.126755,-392134.56,4.1499414,68.89135,83.495453,0.0,86.57457,744.0870626
nagaon,18.49217796,assam,39.246132,29.822311,1.5840719,6.9954834,84.374496,23.130116,13.789819,30.932108,31.781841,-528180.4712,2.0055087,13.036555,86.963448,5.1651053,73.478096,4.9225044,57.266434,20.185522,1679.521427,31.641193,6.9614301,69.230576,11.643434,12.689942,17.036125,28.156284,40.532127,-560134.88,5.3553891,63.783245,96.512566,0.0,65.425476,339.2679056
nagapattinam,37.9120903,tamil nadu,12.968056,31.852783,1.9853619,9.6793814,93.559807,38.195946,0.10869,0.0,61.458546,154213.1527,2.9969478,34.008877,65.991119,4.2964602,67.818161,5.5092802,70.354584,41.431503,1092.859479,33.112442,9.6829195,92.744507,16.975473,47.918327,0.0,52.081669,0.0,182322.3,4.2028823,60.503803,83.322639,0.0,78.517189,50.14308472
nagarkurnool,,telangana,34.880356,31.858948,1.1688746,5.6676002,55.03891,25.928761,4.2631278,6.1960912,63.612019,273236.2688,3.1705425,14.033196,85.966805,4.7547684,72.047462,9.3075266,56.544243,35.151123,483.971115,33.018288,6.7241411,59.089725,24.021645,19.111847,2.6341119,70.846634,7.4074054,291933.56,4.6130037,64.937027,91.424599,0.0,79.752998,121.9219214
nagaur,25.0,rajasthan,37.214554,29.405138,1.3301243,6.3682828,67.531578,23.639736,0.96482605,14.007936,61.387505,537431.828,3.5589671,18.510267,81.489731,6.4246001,69.721428,2.4749634,54.672562,35.631344,2576.698934,30.891886,9.0777893,88.61058,20.25915,20.750214,0.0,56.141186,23.108603,517689.91,6.4857407,67.551132,91.887115,0.0,64.481308,165.9962519
nagpur,,maharashtra,29.075409,31.975046,2.1237402,10.536227,94.965981,22.656076,8.6734066,17.757524,50.912994,949715.8792,4.1551867,67.463455,32.536549,4.8379927,69.481789,3.5589199,65.259171,50.035625,2629.452951,33.776119,10.41307,95.102592,69.090958,20.214994,11.036596,53.741467,15.006939,967234.56,4.9050088,63.330822,94.334579,0.0,70.235825,581.1259339
nainital,24.27536201,uttarakhand,22.345741,30.523335,1.9068317,9.6355476,87.789085,30.730406,1.7674055,53.257561,13.555028,704990.5611,3.8209994,39.391048,60.608952,5.4724278,69.314735,3.4481544,66.187561,34.014309,580.6851593,31.776217,10.683312,92.593704,41.00312,33.175411,0.0,18.917755,47.90683,837829.13,5.6011906,57.100517,88.533302,0.0,77.598297,38.91467206
nalanda,10.10638332,bihar,42.200741,29.041916,1.165158,5.4540739,57.675735,27.906395,2.220017,14.07789,55.7957,-178235.1371,2.5206931,21.88166,78.11834,6.0966196,73.937798,2.3216631,47.289585,33.877087,1620.331955,30.743528,6.7975955,68.081635,26.98868,36.650982,0.78511834,47.192345,15.371555,-233702.5,5.7987895,57.247353,89.490326,0.0,63.118,336.901922
nalbari,12.79069805,assam,29.726498,30.705885,1.7699155,8.3412209,88.143913,18.909925,9.9967651,46.740284,23.694796,-369692.7174,2.2200241,14.085735,85.914268,4.8998909,75.391228,3.9258738,54.227047,16.255972,467.779598,34.248482,8.4044552,77.236229,14.070477,16.587727,4.7651062,34.291382,44.355785,-380805.47,4.9009676,67.222389,83.953545,0.0,77.737785,106.8824829
nalgonda,39.39393997,telangana,43.100792,31.978382,1.3109655,6.4490242,61.622417,25.834635,7.3127465,8.8037119,58.048904,525944.1724,3.5479064,25.744959,74.255043,4.1683865,75.93792,7.261425,55.9673,53.156227,967.1699555,32.927841,8.5059385,77.806679,28.684954,40.304417,1.0157604,55.489189,3.1906333,528134.25,4.4018054,66.428444,99.068092,0.0,75.50119,191.253186
namakkal,52.89855194,tamil nadu,18.127304,32.149174,1.9499115,9.6180773,90.662514,33.425911,3.9901509,9.1716614,53.009712,624681.2483,3.6934788,38.541927,61.458069,3.9976077,71.132317,7.466989,77.231606,59.697689,884.0272679,34.066975,10.376593,94.370338,43.353695,20.111994,1.0257249,61.706882,17.155401,580687.44,4.0160317,61.300079,95.35891,0.0,76.013237,56.6472553
namsai,,arunachal pradesh,30.227055,29.722401,1.3569036,6.0702052,72.330597,11.104069,41.988804,28.840315,17.811398,-605936.5634,1.9407288,15.659616,84.340378,5.0186086,73.188164,2.448565,59.125858,19.97241,53.98055635,32.191055,6.2954388,72.492722,16.003319,1.8984092,26.745113,29.730616,41.625862,-611095.44,5.0595012,67.863655,89.352913,0.0,83.179192,3.427688979
nanded,,maharashtra,57.634663,30.727852,1.5040246,6.87184,76.865273,31.526466,16.445612,23.432713,28.035896,111385.576,2.9358563,31.152735,68.847267,5.4574261,74.157028,7.1058979,34.647785,38.743744,1776.090639,31.714645,9.1526327,84.821312,30.078251,28.630266,12.222513,27.377621,31.769598,207473.45,5.1909823,61.125648,92.282448,0.0,81.904182,430.8450645
nandurbar,,maharashtra,48.729057,30.68964,1.2623451,5.8613582,66.634598,6.0581422,72.204956,6.9071403,13.896216,-401949.2741,2.3353283,16.71759,83.28241,5.8359299,73.581902,4.66085,24.745646,37.349289,986.83767,31.281748,8.378334,71.796822,20.284548,4.5602427,66.6455,21.911747,5.6116743,-195810.02,5.8607292,60.522396,73.474701,0.0,76.094872,226.4374758
